134.247 ../Images/0.pgm 512 512
139.681 ../Images/1.pgm 512 512
155.442 ../Images/2.pgm 512 512
121.087 ../Images/3.pgm 512 512
121.752 ../Images/4.pgm 512 512
135.145 ../Images/5.pgm 512 512
123.795 ../Images/6.pgm 512 512
142.902 ../Images/7.pgm 512 512
117.684 ../Images/8.pgm 512 512
148.654 ../Images/9.pgm 512 512
135.891 ../Images/10.pgm 512 512
104.717 ../Images/11.pgm 512 512
120.926 ../Images/12.pgm 512 512
132.41 ../Images/13.pgm 512 512
151.648 ../Images/14.pgm 512 512
141.591 ../Images/15.pgm 512 512
93.4608 ../Images/16.pgm 512 512
128.025 ../Images/17.pgm 512 512
126.413 ../Images/18.pgm 512 512
98.4668 ../Images/19.pgm 512 512
125.587 ../Images/20.pgm 512 512
105.849 ../Images/21.pgm 512 512
145.742 ../Images/22.pgm 512 512
128.975 ../Images/23.pgm 512 512
135.102 ../Images/24.pgm 512 512
116.858 ../Images/25.pgm 512 512
142.447 ../Images/26.pgm 512 512
108.334 ../Images/27.pgm 512 512
109.744 ../Images/28.pgm 512 512
116.468 ../Images/29.pgm 512 512
120.629 ../Images/30.pgm 512 512
116.551 ../Images/31.pgm 512 512
131.624 ../Images/32.pgm 512 512
124.739 ../Images/33.pgm 512 512
117.917 ../Images/34.pgm 512 512
102.131 ../Images/35.pgm 512 512
96.1622 ../Images/36.pgm 512 512
97.3503 ../Images/37.pgm 512 512
97.1544 ../Images/38.pgm 512 512
126.795 ../Images/39.pgm 512 512
134.177 ../Images/40.pgm 512 512
163.785 ../Images/41.pgm 512 512
136.373 ../Images/42.pgm 512 512
160.963 ../Images/43.pgm 512 512
156.45 ../Images/44.pgm 512 512
153.442 ../Images/45.pgm 512 512
137.115 ../Images/46.pgm 512 512
50.5534 ../Images/47.pgm 512 512
139.28 ../Images/48.pgm 512 512
151.911 ../Images/49.pgm 512 512
142.804 ../Images/50.pgm 512 512
129.465 ../Images/51.pgm 512 512
106.99 ../Images/52.pgm 512 512
126.919 ../Images/53.pgm 512 512
83.3188 ../Images/54.pgm 512 512
127.044 ../Images/55.pgm 512 512
168.838 ../Images/56.pgm 512 512
166.391 ../Images/57.pgm 512 512
184.159 ../Images/58.pgm 512 512
193.113 ../Images/59.pgm 512 512
101.965 ../Images/60.pgm 512 512
75.3581 ../Images/61.pgm 512 512
132.667 ../Images/62.pgm 512 512
121.279 ../Images/63.pgm 512 512
85.8509 ../Images/64.pgm 512 512
117.996 ../Images/65.pgm 512 512
104.011 ../Images/66.pgm 512 512
120.18 ../Images/67.pgm 512 512
113.341 ../Images/68.pgm 512 512
108.238 ../Images/69.pgm 512 512
125.261 ../Images/70.pgm 512 512
66.8983 ../Images/71.pgm 512 512
102.283 ../Images/72.pgm 512 512
86.7309 ../Images/73.pgm 512 512
93.2399 ../Images/74.pgm 512 512
113.26 ../Images/75.pgm 512 512
127.575 ../Images/76.pgm 512 512
121.083 ../Images/77.pgm 512 512
129.033 ../Images/78.pgm 512 512
127.443 ../Images/79.pgm 512 512
118.689 ../Images/80.pgm 512 512
103.583 ../Images/81.pgm 512 512
110.83 ../Images/82.pgm 512 512
90.6202 ../Images/83.pgm 512 512
120.855 ../Images/84.pgm 512 512
77.6326 ../Images/85.pgm 512 512
86.2565 ../Images/86.pgm 512 512
111.572 ../Images/87.pgm 512 512
76.0308 ../Images/88.pgm 512 512
100.79 ../Images/89.pgm 512 512
89.1418 ../Images/90.pgm 512 512
87.1897 ../Images/91.pgm 512 512
79.4604 ../Images/92.pgm 512 512
87.9471 ../Images/93.pgm 512 512
96.6568 ../Images/94.pgm 512 512
109.989 ../Images/95.pgm 512 512
107.526 ../Images/96.pgm 512 512
102.804 ../Images/97.pgm 512 512
120.265 ../Images/98.pgm 512 512
146.115 ../Images/99.pgm 512 512
104.026 ../Images/100.pgm 512 512
99.5797 ../Images/101.pgm 512 512
131.986 ../Images/102.pgm 512 512
90.7405 ../Images/103.pgm 512 512
104.314 ../Images/104.pgm 512 512
152.824 ../Images/105.pgm 512 512
149.525 ../Images/106.pgm 512 512
106.501 ../Images/107.pgm 512 512
92.2558 ../Images/108.pgm 512 512
80.7178 ../Images/109.pgm 512 512
113.345 ../Images/110.pgm 512 512
125.763 ../Images/111.pgm 512 512
88.3024 ../Images/112.pgm 512 512
98.2525 ../Images/113.pgm 512 512
85.3098 ../Images/114.pgm 512 512
135.901 ../Images/115.pgm 512 512
86.2187 ../Images/116.pgm 512 512
100.947 ../Images/117.pgm 512 512
87.1182 ../Images/118.pgm 512 512
84.3409 ../Images/119.pgm 512 512
70.5148 ../Images/120.pgm 512 512
96.9466 ../Images/121.pgm 512 512
120.886 ../Images/122.pgm 512 512
107.688 ../Images/123.pgm 512 512
104.128 ../Images/124.pgm 512 512
119.575 ../Images/125.pgm 512 512
139.409 ../Images/126.pgm 512 512
126.4 ../Images/127.pgm 512 512
131.535 ../Images/128.pgm 512 512
131.093 ../Images/129.pgm 512 512
153.359 ../Images/130.pgm 512 512
125.405 ../Images/131.pgm 512 512
127.107 ../Images/132.pgm 512 512
102.548 ../Images/133.pgm 512 512
127.741 ../Images/134.pgm 512 512
130.543 ../Images/135.pgm 512 512
134.568 ../Images/136.pgm 512 512
163.316 ../Images/137.pgm 512 512
131.786 ../Images/138.pgm 512 512
107.15 ../Images/139.pgm 512 512
104.651 ../Images/140.pgm 512 512
104.849 ../Images/141.pgm 512 512
109.532 ../Images/142.pgm 512 512
121.601 ../Images/143.pgm 512 512
128.925 ../Images/144.pgm 512 512
